,0,1,2,3,4
0,0.8205,0.8097,0.7782,0.7566,0.7355
1,0.9217,0.8961,0.792,0.7193,0.6538
2,0.9445,0.9424,0.883,0.8149,0.7624
3,0.9592,0.9438,0.8509,0.7547,0.6866
4,0.9649,0.9619,0.9082,0.8346,0.7569
5,0.9706,0.9664,0.903,0.8322,0.7718
6,0.9737,0.9661,0.8863,0.7957,0.72
7,0.9744,0.973,0.9198,0.8464,0.7668
8,0.9788,0.971,0.9003,0.8165,0.7486
9,0.9795,0.9776,0.9239,0.8517,0.7763
10,0.982,0.976,0.9157,0.8377,0.7667
11,0.9804,0.9745,0.8954,0.8023,0.727
