,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.1032,0.3258,0.5441,0.6516,0.7192,0.7455,0.7551,0.7544,0.7543,0.7537,0.7536,0.7529,0.7527
1,0.101,0.2133,0.4624,0.6371,0.7557,0.807,0.8228,0.8237,0.8244,0.8238,0.8239,0.8241,0.8243
2,0.0974,0.4028,0.6245,0.7641,0.8421,0.8652,0.8722,0.8716,0.8717,0.8716,0.8718,0.8714,0.8711
3,0.0974,0.4231,0.7512,0.8448,0.8699,0.8759,0.8749,0.8741,0.8736,0.8726,0.8724,0.8719,0.8714
4,0.0974,0.437,0.7083,0.8171,0.8633,0.8765,0.8821,0.8835,0.8835,0.8833,0.8834,0.8837,0.884
5,0.0974,0.419,0.7678,0.8545,0.8733,0.881,0.883,0.8838,0.884,0.8836,0.8838,0.8838,0.8832
6,0.0974,0.4345,0.7823,0.8566,0.8774,0.8861,0.8888,0.8902,0.8901,0.8906,0.8901,0.8901,0.8902
7,0.0974,0.5356,0.8465,0.879,0.8884,0.8919,0.8917,0.8911,0.89,0.8894,0.8891,0.8894,0.8888
8,0.0974,0.5202,0.8281,0.8778,0.888,0.8909,0.8942,0.8949,0.8952,0.8949,0.8945,0.8943,0.8947
9,0.0974,0.4774,0.8212,0.8746,0.8888,0.8939,0.8962,0.8956,0.8953,0.8951,0.8947,0.895,0.8952
10,0.0974,0.5745,0.9007,0.9522,0.9681,0.9732,0.9748,0.9748,0.9746,0.9744,0.9742,0.9736,0.9734
11,0.0974,0.496,0.9171,0.9554,0.9677,0.9751,0.9759,0.9754,0.9751,0.9748,0.9748,0.9744,0.9739
