,0,1,2,3,4
0,0.5053,0.5114,0.4155,0.3874,0.372
1,0.6125,0.5042,0.3638,0.3388,0.3316
2,0.5848,0.516,0.4235,0.4003,0.388
3,0.558,0.532,0.4684,0.4447,0.433
