,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.1032,0.4415,0.6893,0.7447,0.7774,0.7915,0.7949,0.7944,0.7949,0.7949,0.7952,0.7956,0.7953
1,0.1032,0.6267,0.7713,0.8196,0.8367,0.8445,0.8493,0.8509,0.8505,0.8505,0.8501,0.8503,0.8497
2,0.098,0.6781,0.8277,0.846,0.8577,0.864,0.8657,0.8661,0.866,0.8669,0.8669,0.8662,0.8669
3,1.0,0.7003,0.8494,0.8604,0.868,0.8721,0.8757,0.8742,0.8734,0.8727,0.8728,0.8729,0.8724
