,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.8393,0.8403,0.8406,0.8414,0.8384,0.8371,0.8405,0.84,0.84,0.8349,0.825,0.8284,0.8283,0.8275,0.824,0.8188,0.8199,0.8206,0.8198,0.8158,0.8082,0.8114,0.812,0.8116,0.808
