,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.7194,0.8599,0.8669,0.8732,0.8724,0.6062,0.7944,0.828,0.8565,0.8601,0.5157,0.6654,0.6929,0.7601,0.7774,0.4964,0.6211,0.6548,0.706,0.7222,0.4784,0.5846,0.6234,0.6748,0.6902
