,0,1,2,3,4
0,0.8304,0.8247,0.7813,0.705,0.6484
1,0.8565,0.8474,0.775,0.6685,0.6229
2,0.8682,0.863,0.8089,0.7057,0.6506
3,0.778,0.7732,0.6836,0.5638,0.4936
4,0.8679,0.847,0.6321,0.5231,0.4523
5,0.8816,0.8802,0.8432,0.7654,0.6329
6,0.8801,0.8691,0.7253,0.6263,0.5534
7,0.8873,0.8812,0.8232,0.6795,0.5607
8,0.9622,0.9544,0.8965,0.7735,0.6648
9,0.9764,0.971,0.9073,0.7638,0.6878
10,0.9716,0.9608,0.894,0.7382,0.6563
11,0.9715,0.9624,0.8856,0.7313,0.6486
