,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.101,0.2597,0.4718,0.5544,0.5818,0.5932,0.6017,0.6035,0.6025,0.6022,0.6023,0.6018,0.6026
1,0.101,0.3386,0.5659,0.66,0.7413,0.765,0.7742,0.7778,0.7776,0.7782,0.7779,0.7777,0.778
2,0.101,0.3172,0.6109,0.7236,0.7722,0.7842,0.7853,0.7857,0.7859,0.7859,0.7859,0.7853,0.785
3,0.0974,0.4231,0.7304,0.8268,0.8578,0.8688,0.8716,0.8699,0.87,0.87,0.8697,0.8695,0.8692
4,0.0974,0.4129,0.8235,0.9156,0.9442,0.9545,0.9555,0.9556,0.9549,0.9546,0.9543,0.954,0.9534
5,0.0974,0.4582,0.888,0.9326,0.9527,0.9621,0.9662,0.9656,0.9658,0.9657,0.9656,0.9659,0.9658
6,0.0974,0.5929,0.9267,0.9536,0.9665,0.9716,0.9727,0.9711,0.971,0.9707,0.9706,0.9703,0.9701
7,0.0974,0.5049,0.896,0.9434,0.9615,0.971,0.974,0.974,0.9739,0.9741,0.9736,0.9735,0.9733
8,0.0974,0.7372,0.9663,0.9708,0.9728,0.9738,0.9716,0.9692,0.969,0.9687,0.9684,0.9676,0.9674
9,0.0974,0.6684,0.9539,0.9704,0.9758,0.9778,0.9796,0.9782,0.978,0.9778,0.9774,0.9772,0.9769
10,0.0974,0.8021,0.9707,0.9765,0.978,0.9807,0.9802,0.9791,0.9788,0.9781,0.978,0.9779,0.9781
11,0.0974,0.704,0.9653,0.9744,0.9778,0.9812,0.9823,0.9816,0.9811,0.981,0.9808,0.9809,0.9806
