,0,1,2,3,4
0,0.6644,0.6619,0.6584,0.6558,0.6528
1,0.68,0.6786,0.6729,0.6695,0.665
2,0.7425,0.7462,0.748,0.7455,0.7388
3,0.772,0.7731,0.7697,0.7647,0.7589
4,0.7788,0.7804,0.7788,0.7767,0.7731
5,0.7836,0.7847,0.783,0.7787,0.7743
6,0.8529,0.8514,0.8435,0.8371,0.8282
7,0.8626,0.8647,0.8638,0.8616,0.856
8,0.959,0.9598,0.9564,0.9509,0.9418
9,0.9521,0.9525,0.9429,0.9305,0.9174
10,0.9643,0.9639,0.9614,0.9559,0.9484
11,0.9716,0.9715,0.9667,0.9598,0.9509
