,0,1,2,3,4
0,0.8809,0.8746,0.8327,0.7751,0.7329
1,0.8999,0.9046,0.8938,0.8875,0.8823
2,0.9511,0.9551,0.9517,0.9355,0.9168
3,0.9527,0.9521,0.9144,0.8666,0.8187
