,0,1,2,3,4
0,0.8873,0.8872,0.8414,0.8049,0.7722
1,0.9448,0.932,0.8625,0.8154,0.7692
2,0.9537,0.9393,0.871,0.8129,0.7579
3,0.9656,0.9571,0.8906,0.8058,0.724
