,0,1,2,3,4
0,0.9086,0.9145,0.9182,0.9193,0.9197
1,0.7443,0.7593,0.7723,0.7791,0.7825
2,0.617,0.6285,0.64,0.6437,0.6463
3,0.5639,0.5715,0.5788,0.5833,0.5842
4,0.5409,0.5461,0.5549,0.5581,0.5591
