,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0974,0.4192,0.6776,0.713,0.7292,0.7396,0.741,0.7402,0.7409,0.7408,0.7412,0.7409,0.7415
1,0.101,0.7376,0.7657,0.7662,0.7648,0.7622,0.758,0.7554,0.7549,0.7537,0.7533,0.753,0.7524
2,1.0,0.7412,0.7719,0.7732,0.7732,0.7741,0.7734,0.7739,0.7722,0.7716,0.7715,0.771,0.7702
3,0.0974,0.8534,0.8722,0.872,0.8726,0.8726,0.8739,0.8735,0.8731,0.8728,0.8726,0.8725,0.8723
4,0.0974,0.8714,0.8788,0.8791,0.8801,0.8796,0.8793,0.8784,0.8781,0.8776,0.8779,0.878,0.8776
5,0.0974,0.8803,0.8822,0.8819,0.8818,0.8804,0.8809,0.8803,0.88,0.8802,0.8799,0.8799,0.8794
6,1.0,0.8897,0.8887,0.8886,0.8886,0.8886,0.8886,0.8876,0.8874,0.8879,0.8876,0.8877,0.8878
7,0.1032,0.9347,0.9619,0.9647,0.9667,0.9674,0.9663,0.9662,0.9658,0.9659,0.9658,0.9656,0.9651
8,1.0,0.9483,0.9684,0.9706,0.9722,0.9724,0.9717,0.9704,0.97,0.97,0.9699,0.9701,0.9699
9,1.0,0.9548,0.9675,0.9683,0.9708,0.9721,0.9734,0.9735,0.9733,0.9732,0.9731,0.9731,0.9731
10,1.0,0.9697,0.9758,0.9764,0.9777,0.9788,0.9787,0.9784,0.9782,0.978,0.9779,0.9777,0.9778
11,1.0,0.9753,0.9764,0.9762,0.9764,0.9762,0.9764,0.9767,0.9763,0.9764,0.9765,0.9764,0.9768
