,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.101,0.4624,0.6541,0.6667,0.6688,0.6704,0.6719,0.6729,0.6719,0.6714,0.6713,0.6708,0.6709
1,0.101,0.6362,0.6882,0.688,0.6885,0.6865,0.69,0.689,0.6885,0.6874,0.6876,0.6872,0.688
2,0.101,0.6606,0.7586,0.7621,0.7635,0.7636,0.7642,0.7637,0.7633,0.7633,0.7634,0.7627,0.7629
3,0.1032,0.7643,0.852,0.8569,0.8596,0.8613,0.8606,0.8611,0.8612,0.8612,0.8613,0.8612,0.8613
4,0.1032,0.8734,0.937,0.9417,0.9466,0.9492,0.9522,0.9504,0.9504,0.9497,0.9492,0.9488,0.9485
5,0.1032,0.9633,0.965,0.9644,0.9639,0.9642,0.9633,0.9629,0.9625,0.9626,0.9623,0.9619,0.9616
6,1.0,0.9385,0.9582,0.9608,0.9627,0.9642,0.9663,0.9646,0.9648,0.965,0.9651,0.965,0.965
7,0.1032,0.9465,0.9634,0.9644,0.9655,0.9666,0.97,0.9694,0.9695,0.9695,0.9697,0.9697,0.9698
8,0.1032,0.9591,0.9696,0.9697,0.9715,0.9721,0.9736,0.9731,0.9724,0.9721,0.9719,0.9716,0.9714
9,0.1032,0.9736,0.9775,0.9771,0.9773,0.9777,0.9779,0.9773,0.977,0.9771,0.9772,0.9771,0.9772
10,1.0,0.9708,0.9742,0.9741,0.9749,0.9751,0.9764,0.9762,0.9762,0.976,0.976,0.9756,0.9752
11,0.1032,0.9539,0.9716,0.9734,0.9743,0.9747,0.9746,0.9727,0.9723,0.9722,0.9721,0.9719,0.9716
