,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0892,0.7044,0.8786,0.8825,0.8822,0.8767,0.8749,0.8716,0.8707,0.8707,0.8708,0.8703,0.87
1,0.101,0.8501,0.9215,0.9269,0.9277,0.9291,0.9291,0.9276,0.9272,0.9268,0.9266,0.9264,0.9263
2,1.0,0.9358,0.9361,0.9366,0.9373,0.9377,0.9384,0.9376,0.9371,0.9372,0.9371,0.9375,0.9376
3,0.1032,0.8719,0.8678,0.8658,0.8661,0.8659,0.8642,0.8631,0.8633,0.8632,0.8632,0.8635,0.8634
4,0.1032,0.933,0.9528,0.9549,0.956,0.958,0.9612,0.9627,0.9627,0.9624,0.9626,0.9623,0.9624
5,0.1032,0.9207,0.9582,0.9608,0.9633,0.9644,0.9649,0.9643,0.964,0.9635,0.9634,0.9628,0.963
6,1.0,0.9701,0.9699,0.9696,0.9692,0.9689,0.969,0.969,0.9681,0.968,0.9681,0.9679,0.968
7,1.0,0.9681,0.9701,0.9703,0.9698,0.9705,0.9712,0.971,0.9705,0.9704,0.9703,0.9701,0.97
8,1.0,0.9755,0.9761,0.9759,0.9761,0.9763,0.9756,0.9748,0.9745,0.9742,0.974,0.9741,0.9738
9,1.0,0.9744,0.973,0.9729,0.974,0.9744,0.9771,0.9762,0.9758,0.9757,0.9756,0.9752,0.9749
10,1.0,0.9737,0.9728,0.9728,0.9738,0.974,0.9752,0.9756,0.9754,0.9753,0.9752,0.975,0.975
11,1.0,0.9741,0.976,0.9762,0.9767,0.9773,0.9767,0.9766,0.9762,0.9763,0.9763,0.9761,0.9758
