,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,0.4837,0.7633,0.7982,0.8115,0.8155,0.8202,0.8208,0.8208,0.8205,0.8202,0.821,0.8211
1,0.0974,0.6092,0.8863,0.9067,0.9134,0.9169,0.9197,0.919,0.9189,0.9184,0.9176,0.9172,0.9168
2,0.0974,0.8125,0.9391,0.9438,0.9459,0.9468,0.9467,0.9436,0.9428,0.9421,0.9418,0.942,0.9414
3,1.0,0.9116,0.9456,0.9476,0.9479,0.9496,0.9496,0.9478,0.9478,0.9474,0.9474,0.9473,0.9473
4,1.0,0.9285,0.9571,0.9576,0.9595,0.9602,0.9613,0.9608,0.9611,0.961,0.961,0.961,0.9611
5,1.0,0.9531,0.9626,0.9626,0.9638,0.9648,0.9649,0.9639,0.964,0.9636,0.9635,0.9635,0.9636
6,1.0,0.9587,0.9662,0.9663,0.9668,0.9672,0.9678,0.9668,0.9663,0.966,0.9658,0.9658,0.966
7,0.0974,0.9674,0.9691,0.969,0.9693,0.9695,0.9697,0.9694,0.9693,0.9692,0.9691,0.9687,0.9685
8,0.0892,0.969,0.9711,0.9722,0.9727,0.9726,0.9728,0.9726,0.9724,0.9724,0.9722,0.9724,0.9722
9,0.0974,0.8886,0.9579,0.9632,0.9666,0.9705,0.9731,0.9737,0.9732,0.9736,0.9737,0.9738,0.9737
10,1.0,0.9606,0.9742,0.9742,0.9756,0.9762,0.9766,0.9769,0.9764,0.976,0.9762,0.976,0.9756
11,0.0892,0.9748,0.9781,0.9788,0.9791,0.9793,0.9779,0.9777,0.9767,0.9767,0.9768,0.9767,0.9766
