,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,0.6334,0.68,0.6835,0.6827,0.6822,0.6846,0.6828,0.682,0.6827,0.6833,0.6832,0.6835
1,0.1032,0.6427,0.6969,0.6975,0.6995,0.7001,0.702,0.7028,0.7033,0.704,0.7038,0.7036,0.7042
2,1.0,0.7239,0.7125,0.7107,0.7105,0.7083,0.7075,0.7084,0.7088,0.709,0.7092,0.7097,0.7102
3,0.0974,0.7792,0.7873,0.7864,0.7852,0.7833,0.7828,0.7814,0.7816,0.7813,0.7818,0.7824,0.7823
4,1.0,0.8893,0.8794,0.8785,0.8771,0.8775,0.8769,0.877,0.8773,0.8774,0.877,0.8765,0.8766
5,1.0,0.8627,0.8796,0.8807,0.8818,0.8817,0.8847,0.886,0.8856,0.8859,0.8863,0.8861,0.8858
6,1.0,0.8669,0.8843,0.8847,0.8858,0.887,0.8878,0.888,0.8878,0.8881,0.888,0.8882,0.8881
7,1.0,0.8869,0.8872,0.8865,0.8871,0.8867,0.8867,0.8872,0.887,0.8867,0.8868,0.8866,0.8867
8,0.1135,0.8829,0.8907,0.8913,0.8913,0.8915,0.8911,0.8887,0.8879,0.888,0.888,0.8876,0.8873
9,1.0,0.8976,0.8932,0.892,0.8916,0.8912,0.8924,0.8921,0.8922,0.8919,0.8919,0.8921,0.8923
10,1.0,0.8872,0.892,0.8923,0.8922,0.8924,0.8904,0.8895,0.889,0.8887,0.8886,0.8882,0.8878
11,1.0,0.8935,0.8939,0.8936,0.8931,0.8942,0.8945,0.8936,0.8933,0.8929,0.8928,0.8926,0.8929
