,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,0.7109,0.8094,0.8135,0.8155,0.8143,0.8142,0.8147,0.8145,0.8151,0.815,0.8145,0.8153
1,0.0974,0.7973,0.839,0.8432,0.8455,0.8472,0.8484,0.8491,0.8497,0.8499,0.8499,0.8503,0.8502
2,0.0982,0.8445,0.8562,0.8576,0.8592,0.8595,0.8605,0.8615,0.8621,0.8614,0.861,0.8605,0.8596
3,0.1032,0.8255,0.8562,0.8593,0.8597,0.8595,0.8596,0.8592,0.8594,0.86,0.86,0.8598,0.8597
4,0.1032,0.8805,0.8704,0.8695,0.8683,0.8682,0.8685,0.8679,0.8676,0.8673,0.8673,0.8664,0.8661
5,0.1032,0.8872,0.8759,0.8746,0.874,0.873,0.8736,0.8728,0.8728,0.8727,0.8725,0.873,0.8726
6,0.1032,0.896,0.8798,0.8777,0.877,0.8758,0.8746,0.8742,0.8737,0.8735,0.8737,0.8737,0.8739
7,0.1032,0.917,0.8843,0.8825,0.8799,0.8783,0.8796,0.8785,0.8786,0.8785,0.8788,0.8784,0.8783
8,1.0,0.8909,0.886,0.8849,0.8838,0.882,0.882,0.8837,0.883,0.8828,0.8831,0.8826,0.8824
9,1.0,0.8856,0.8833,0.883,0.8816,0.8812,0.8822,0.8815,0.8821,0.8823,0.8828,0.8827,0.8824
10,1.0,0.8965,0.8832,0.8828,0.8834,0.8835,0.8832,0.8818,0.8812,0.8812,0.8809,0.8808,0.8808
11,1.0,0.9065,0.8854,0.8838,0.8836,0.8835,0.884,0.8827,0.8826,0.883,0.883,0.8833,0.8835
