,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.101,0.4797,0.7322,0.7789,0.8047,0.815,0.8208,0.8215,0.8211,0.8202,0.8197,0.8197,0.8204
1,0.101,0.2868,0.7344,0.816,0.8453,0.8583,0.8615,0.8617,0.8607,0.8601,0.8608,0.8612,0.8608
2,0.1032,0.2908,0.7471,0.8225,0.8526,0.8679,0.8723,0.8721,0.871,0.8711,0.8707,0.8712,0.8708
3,0.1032,0.4507,0.8485,0.87,0.8789,0.8821,0.8817,0.8807,0.8798,0.8793,0.879,0.8789,0.8785
4,0.101,0.2624,0.7807,0.8449,0.8664,0.8777,0.8815,0.8811,0.8808,0.881,0.8807,0.8801,0.8798
5,0.101,0.3018,0.8381,0.8684,0.8835,0.8888,0.8894,0.8898,0.8886,0.8884,0.8882,0.8877,0.8877
6,0.101,0.4243,0.837,0.8674,0.8835,0.8877,0.8916,0.891,0.8908,0.8898,0.8894,0.8892,0.8885
7,0.101,0.3686,0.801,0.8575,0.8801,0.8892,0.8925,0.8916,0.8916,0.8919,0.8917,0.8915,0.8916
8,0.101,0.4459,0.8597,0.8844,0.8918,0.8941,0.8919,0.8915,0.8912,0.8914,0.891,0.8913,0.8912
9,0.101,0.4639,0.8749,0.8888,0.8953,0.8942,0.8932,0.8923,0.8921,0.8928,0.8925,0.8925,0.8919
10,0.101,0.5672,0.8753,0.8872,0.89,0.8906,0.8916,0.8922,0.8922,0.8918,0.8919,0.8914,0.8913
11,0.101,0.4162,0.8687,0.8864,0.8912,0.8953,0.8947,0.8947,0.8953,0.8953,0.8952,0.8951,0.8949
