,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,0.5215,0.7377,0.7988,0.8238,0.8345,0.8415,0.8419,0.8414,0.8424,0.8426,0.8425,0.8428
1,0.0892,0.7001,0.8487,0.8575,0.8612,0.8621,0.8616,0.8615,0.8608,0.8611,0.8609,0.8607,0.86
2,0.0892,0.7855,0.8682,0.8714,0.8739,0.8735,0.8752,0.8747,0.8742,0.8745,0.874,0.8743,0.874
3,0.098,0.8067,0.8775,0.8788,0.8807,0.8817,0.8831,0.8834,0.8831,0.8829,0.883,0.8831,0.8837
4,0.0958,0.8119,0.883,0.8848,0.8857,0.8879,0.8867,0.8867,0.8877,0.8872,0.8871,0.8865,0.8863
5,0.098,0.8384,0.8831,0.8857,0.8851,0.8884,0.888,0.8878,0.8861,0.8858,0.8857,0.8861,0.8857
6,1.0,0.6509,0.9371,0.9559,0.9655,0.9703,0.9725,0.9726,0.9726,0.9729,0.9728,0.9727,0.9725
7,0.0958,0.6801,0.9502,0.9643,0.9702,0.9738,0.9749,0.9737,0.9736,0.9733,0.973,0.973,0.9726
8,0.098,0.6788,0.9558,0.9698,0.9746,0.9765,0.9761,0.9756,0.9745,0.9742,0.974,0.9739,0.9733
9,0.0974,0.6407,0.9506,0.9687,0.9774,0.9811,0.9824,0.9802,0.9798,0.9798,0.9795,0.9795,0.9792
10,0.0974,0.5577,0.8958,0.9465,0.966,0.9771,0.9815,0.9803,0.9801,0.9794,0.9791,0.9786,0.9787
11,0.0974,0.6643,0.9633,0.975,0.9808,0.9824,0.982,0.9808,0.9805,0.9806,0.9804,0.9804,0.9801
