,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0892,0.3865,0.6526,0.708,0.7289,0.7371,0.7441,0.7443,0.745,0.7451,0.7452,0.7458,0.7461
1,1.0,0.658,0.7597,0.7692,0.7745,0.7759,0.7787,0.778,0.7788,0.7786,0.7785,0.7783,0.7779
2,0.0974,0.6075,0.8068,0.838,0.851,0.856,0.8571,0.858,0.8575,0.8578,0.8579,0.8579,0.8574
3,0.0974,0.4268,0.7312,0.8309,0.8617,0.874,0.8791,0.8809,0.8805,0.88,0.8801,0.8796,0.8794
4,0.0974,0.5525,0.8137,0.8635,0.878,0.8835,0.885,0.8845,0.884,0.8839,0.8836,0.8833,0.8828
5,0.0974,0.4852,0.841,0.8681,0.8815,0.89,0.8924,0.8923,0.8915,0.8914,0.8916,0.8917,0.891
6,0.0974,0.4869,0.8486,0.916,0.9428,0.9572,0.9623,0.9625,0.9623,0.9618,0.9621,0.9621,0.9623
7,0.0974,0.6053,0.9235,0.9527,0.9653,0.9707,0.9733,0.9721,0.9724,0.9726,0.9726,0.9719,0.9719
8,0.0974,0.5674,0.9457,0.9627,0.9736,0.9788,0.9782,0.9772,0.9773,0.9769,0.9767,0.9763,0.9762
9,0.0974,0.5583,0.936,0.9591,0.9719,0.9788,0.9818,0.9807,0.9805,0.9799,0.9798,0.9798,0.9793
10,0.0974,0.5869,0.945,0.9643,0.9722,0.9749,0.9768,0.9759,0.9752,0.975,0.9746,0.9745,0.9738
11,0.0974,0.5728,0.9407,0.9634,0.9743,0.979,0.9805,0.9805,0.9805,0.9809,0.9808,0.9806,0.9802
