,0,1,2,3,4
0,0.776,0.7742,0.7582,0.7462,0.7367
1,0.7216,0.7426,0.7827,0.806,0.8213
2,0.7208,0.7415,0.7864,0.8076,0.825
3,0.8076,0.8313,0.8748,0.8872,0.894
4,0.7964,0.7946,0.7914,0.8082,0.8188
5,0.8895,0.9123,0.9499,0.9598,0.9601
6,0.8935,0.9046,0.9264,0.9316,0.9309
7,0.8845,0.8842,0.8627,0.8469,0.8336
8,0.8758,0.8724,0.8222,0.7663,0.7206
9,0.8787,0.8758,0.8423,0.811,0.7871
10,0.8776,0.8757,0.8264,0.7761,0.7324
11,0.8896,0.8901,0.8651,0.8531,0.8505
