,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.1032,0.4393,0.6262,0.7242,0.7815,0.8042,0.8083,0.8077,0.8065,0.8061,0.8063,0.8061,0.8049
1,1.0,0.8292,0.8716,0.8736,0.8726,0.8745,0.8773,0.8805,0.8806,0.8807,0.8808,0.8808,0.8807
2,0.0974,0.7762,0.8749,0.8763,0.8762,0.8755,0.8764,0.8762,0.877,0.8775,0.8775,0.8774,0.8776
3,0.0974,0.7581,0.9181,0.9279,0.9321,0.9357,0.9372,0.9389,0.9389,0.9392,0.9388,0.9388,0.9387
