,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.101,0.3093,0.5302,0.6328,0.6609,0.6749,0.6835,0.6842,0.6846,0.6844,0.6852,0.6861,0.6858
1,0.1032,0.3913,0.6433,0.7528,0.7749,0.7812,0.7841,0.7837,0.7841,0.7844,0.7847,0.7849,0.7863
2,0.101,0.3651,0.6392,0.7253,0.7793,0.7907,0.7921,0.7939,0.7934,0.7933,0.7939,0.7933,0.7921
3,0.1032,0.3573,0.7137,0.7796,0.798,0.8015,0.8057,0.8062,0.8051,0.8059,0.8058,0.8057,0.8056
4,0.101,0.3872,0.7094,0.7836,0.8011,0.8055,0.8081,0.8096,0.8094,0.8087,0.8086,0.8096,0.8103
5,0.0892,0.582,0.8501,0.8781,0.885,0.8889,0.89,0.8892,0.8886,0.8885,0.8888,0.8881,0.8884
6,0.101,0.5572,0.8459,0.8737,0.8844,0.8885,0.89,0.891,0.8903,0.89,0.8902,0.8905,0.8908
7,1.0,0.6385,0.867,0.8869,0.8923,0.894,0.8945,0.8943,0.8928,0.8928,0.8929,0.8929,0.8927
8,1.0,0.6079,0.8642,0.8836,0.8921,0.8937,0.8952,0.8973,0.8977,0.8974,0.8971,0.8972,0.8979
9,0.101,0.6071,0.8674,0.8878,0.8938,0.8965,0.8987,0.8962,0.8966,0.8958,0.8959,0.8957,0.8958
10,0.101,0.647,0.8777,0.8903,0.8965,0.8986,0.8995,0.8996,0.9004,0.8999,0.8998,0.8995,0.8998
11,0.0974,0.4025,0.8643,0.9502,0.9728,0.9804,0.9811,0.9802,0.9794,0.9791,0.9791,0.9786,0.9783
