,0,1,2,3,4
0,0.8735,0.8913,0.9004,0.9041,0.9063
1,0.6923,0.7143,0.7298,0.7361,0.738
2,0.868,0.8883,0.8948,0.8953,0.8954
3,0.9081,0.9189,0.9241,0.9252,0.9258
4,0.9125,0.9203,0.9221,0.9218,0.9212
5,0.9045,0.9113,0.9163,0.9158,0.9162
6,0.9042,0.9092,0.9106,0.9113,0.9106
7,0.8836,0.8881,0.8901,0.8907,0.89
8,0.8657,0.8681,0.8712,0.8715,0.8702
9,0.8746,0.8796,0.8811,0.8815,0.8812
