,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.101,0.4755,0.6835,0.7065,0.7232,0.7318,0.7361,0.7384,0.7378,0.7374,0.7373,0.7373,0.737
1,0.1032,0.6885,0.7663,0.7707,0.7699,0.7726,0.7729,0.7749,0.7739,0.7743,0.7738,0.7736,0.7729
2,0.0958,0.7803,0.7882,0.7883,0.7872,0.7855,0.7855,0.7852,0.7846,0.7844,0.7843,0.7836,0.7839
3,0.0958,0.7711,0.7892,0.7901,0.789,0.7877,0.7873,0.7868,0.7864,0.7871,0.7876,0.788,0.7887
4,0.1032,0.7758,0.7918,0.7923,0.7919,0.7932,0.7957,0.7971,0.7973,0.7973,0.7975,0.7969,0.7975
5,0.0958,0.8036,0.8054,0.8034,0.8009,0.801,0.8022,0.8035,0.8038,0.8042,0.8037,0.804,0.8038
6,0.0958,0.7888,0.8053,0.8037,0.8035,0.8045,0.8053,0.8045,0.805,0.8051,0.8051,0.8048,0.8047
7,0.0958,0.8045,0.8064,0.806,0.8049,0.8058,0.8074,0.8078,0.807,0.807,0.8071,0.8073,0.8071
8,1.0,0.8192,0.8111,0.8095,0.8075,0.8064,0.807,0.8079,0.8071,0.8076,0.8074,0.8077,0.8077
9,1.0,0.8277,0.8138,0.813,0.8092,0.809,0.8077,0.8067,0.8066,0.8066,0.8071,0.8075,0.807
10,1.0,0.8327,0.8171,0.8152,0.812,0.809,0.8102,0.8116,0.8109,0.8106,0.8107,0.8106,0.8101
11,1.0,0.8373,0.8165,0.8125,0.8092,0.8061,0.8079,0.8088,0.8094,0.8098,0.8098,0.8098,0.8099
