,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,0.6355,0.7996,0.8128,0.8178,0.8187,0.8211,0.8224,0.8226,0.8224,0.8221,0.8224,0.8219
1,0.0958,0.7694,0.8427,0.8457,0.8512,0.8537,0.8557,0.855,0.8552,0.8548,0.8548,0.8553,0.8554
2,0.0974,0.8525,0.9367,0.9406,0.9443,0.9477,0.948,0.946,0.9458,0.9459,0.9462,0.9457,0.9458
3,0.0974,0.9145,0.9579,0.9603,0.9603,0.9598,0.9574,0.9555,0.9553,0.9544,0.9536,0.9535,0.9533
4,1.0,0.8995,0.9582,0.9632,0.9669,0.9688,0.9696,0.9688,0.9676,0.9675,0.9672,0.9668,0.9668
5,0.0958,0.9615,0.9726,0.972,0.9721,0.972,0.9715,0.9694,0.969,0.9691,0.969,0.9686,0.968
6,0.0958,0.9597,0.9717,0.9725,0.973,0.9729,0.9745,0.9728,0.9731,0.9724,0.9721,0.972,0.972
7,1.0,0.9501,0.9679,0.9718,0.9728,0.9749,0.9737,0.9715,0.9705,0.9702,0.9701,0.9699,0.9698
8,0.0958,0.9746,0.9764,0.9765,0.977,0.9772,0.9775,0.9769,0.977,0.9769,0.9768,0.9767,0.9764
9,1.0,0.9605,0.9725,0.9734,0.9752,0.9767,0.9763,0.9756,0.9752,0.9752,0.9753,0.9753,0.9752
10,0.1135,0.9641,0.9739,0.9755,0.9766,0.9777,0.9786,0.9783,0.9781,0.978,0.978,0.978,0.9778
11,0.1135,0.9747,0.9807,0.981,0.9814,0.9824,0.9821,0.9811,0.9808,0.9806,0.9806,0.9803,0.98
