,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.1032,0.4512,0.764,0.7947,0.8099,0.8158,0.8204,0.8227,0.8224,0.8224,0.8228,0.823,0.8226
1,0.1032,0.7794,0.8511,0.8539,0.8571,0.8546,0.8561,0.8556,0.8553,0.8551,0.8549,0.8546,0.8545
2,0.1032,0.7007,0.8525,0.8595,0.8643,0.8678,0.8661,0.8648,0.8639,0.8641,0.8644,0.8647,0.8642
3,0.1032,0.8678,0.8749,0.8755,0.8766,0.876,0.8754,0.8757,0.8752,0.8753,0.875,0.8753,0.8756
4,1.0,0.8783,0.8835,0.883,0.8836,0.8833,0.8844,0.8848,0.8849,0.8851,0.885,0.885,0.8848
5,0.1032,0.8766,0.8852,0.886,0.8865,0.8878,0.8899,0.8892,0.8891,0.8887,0.8886,0.8879,0.8886
6,0.1032,0.8853,0.8895,0.8898,0.8902,0.8912,0.8922,0.8914,0.8912,0.8914,0.8913,0.8913,0.8908
7,0.1032,0.8764,0.8885,0.889,0.8908,0.8905,0.8914,0.8912,0.8914,0.8913,0.8912,0.8919,0.892
8,1.0,0.8869,0.8926,0.8936,0.8934,0.8942,0.8956,0.8955,0.8954,0.8954,0.8952,0.8949,0.8949
9,0.098,0.8776,0.8919,0.8925,0.8918,0.8921,0.8917,0.8915,0.8913,0.8909,0.8908,0.8913,0.8916
10,0.1028,0.8771,0.8921,0.8913,0.8928,0.8944,0.8954,0.8941,0.894,0.8935,0.8935,0.893,0.8929
11,0.098,0.888,0.8956,0.8967,0.8959,0.8961,0.8991,0.898,0.8978,0.8973,0.897,0.8972,0.8968
