,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0974,0.5352,0.8101,0.8231,0.8276,0.8295,0.8305,0.8298,0.8295,0.8297,0.8299,0.8297,0.8299
1,0.0974,0.7322,0.8524,0.8557,0.8577,0.8591,0.8576,0.8578,0.8573,0.8571,0.8576,0.8572,0.857
2,0.0974,0.8082,0.8624,0.8666,0.8701,0.8711,0.8721,0.8724,0.8727,0.8727,0.8727,0.872,0.8714
3,0.0974,0.8592,0.8756,0.8758,0.8769,0.8775,0.88,0.8787,0.8788,0.879,0.879,0.879,0.8794
4,1.0,0.8672,0.8792,0.8798,0.881,0.8815,0.8839,0.8821,0.8822,0.8824,0.8826,0.8821,0.8819
5,0.0974,0.878,0.8866,0.8875,0.8878,0.8891,0.8895,0.8895,0.8889,0.8888,0.8886,0.8881,0.888
6,0.0982,0.8824,0.8909,0.8901,0.8893,0.8905,0.8913,0.8914,0.8916,0.8919,0.8914,0.8914,0.8915
7,0.0982,0.8878,0.8938,0.893,0.8934,0.8934,0.8951,0.895,0.8946,0.8946,0.8943,0.8942,0.8936
8,0.0974,0.8846,0.893,0.8943,0.8939,0.894,0.8949,0.8962,0.8959,0.8962,0.896,0.8959,0.8954
9,1.0,0.9627,0.9736,0.9747,0.975,0.976,0.9776,0.9754,0.9752,0.9747,0.9744,0.974,0.9739
10,1.0,0.9707,0.9765,0.9776,0.9788,0.9783,0.9783,0.9771,0.9769,0.9765,0.9764,0.9758,0.9755
11,1.0,0.9756,0.9796,0.9798,0.9815,0.9821,0.9822,0.9808,0.9806,0.9808,0.9811,0.9807,0.9804
