,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.101,0.5533,0.7354,0.7482,0.7546,0.7566,0.7645,0.765,0.7671,0.7682,0.768,0.7683,0.7684
1,0.101,0.7403,0.837,0.8402,0.8424,0.844,0.8419,0.8435,0.8432,0.8434,0.8428,0.8423,0.8415
2,0.1032,0.8262,0.8643,0.8663,0.8682,0.869,0.868,0.8676,0.8665,0.8661,0.8661,0.866,0.8657
3,0.0982,0.869,0.8811,0.8789,0.8782,0.879,0.8809,0.8802,0.8799,0.8802,0.88,0.8803,0.8803
4,0.0974,0.9033,0.9539,0.9575,0.9597,0.9606,0.9606,0.9608,0.9603,0.96,0.9597,0.9593,0.959
5,0.0982,0.9328,0.9621,0.964,0.9661,0.968,0.9692,0.9687,0.9687,0.9687,0.9683,0.9682,0.9683
6,1.0,0.9366,0.9678,0.9706,0.9718,0.9731,0.9734,0.9715,0.9715,0.9712,0.9714,0.971,0.9705
7,1.0,0.9616,0.9713,0.9718,0.973,0.9733,0.9745,0.9744,0.9745,0.9737,0.9735,0.9736,0.9733
8,0.0982,0.9513,0.9695,0.971,0.9734,0.9751,0.9769,0.9749,0.9746,0.9745,0.9744,0.9743,0.9743
9,0.101,0.9525,0.9755,0.977,0.9778,0.978,0.9789,0.9787,0.9786,0.9787,0.9785,0.9784,0.978
10,0.101,0.9648,0.972,0.9729,0.9738,0.9752,0.9768,0.9774,0.9772,0.9769,0.9767,0.9766,0.9767
11,1.0,0.9634,0.9773,0.9776,0.9783,0.9794,0.9801,0.9788,0.9788,0.9785,0.9783,0.9784,0.9779
