,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.1032,0.3896,0.6995,0.7674,0.7988,0.8106,0.8166,0.8172,0.8173,0.8169,0.8167,0.8169,0.8167
1,0.1032,0.4582,0.7594,0.8225,0.8453,0.8527,0.8549,0.8546,0.8546,0.8548,0.8553,0.8554,0.8555
2,0.1032,0.4414,0.8272,0.8568,0.8691,0.8747,0.8751,0.8753,0.875,0.8742,0.8736,0.8738,0.8732
3,0.1032,0.5163,0.8011,0.8504,0.8694,0.876,0.8792,0.8804,0.8809,0.8813,0.8815,0.8817,0.882
4,0.1032,0.6385,0.8517,0.8711,0.8797,0.8837,0.8837,0.8836,0.8834,0.8832,0.8834,0.8832,0.8829
5,0.1032,0.7315,0.8782,0.8832,0.8857,0.8872,0.8893,0.8886,0.8881,0.8873,0.8876,0.8881,0.8879
6,0.1032,0.726,0.8796,0.8841,0.8881,0.8897,0.8908,0.89,0.8906,0.8901,0.8897,0.8896,0.8898
7,0.1032,0.6457,0.854,0.8757,0.883,0.888,0.8901,0.89,0.8909,0.8907,0.8903,0.8903,0.8902
8,0.1032,0.7706,0.8809,0.8864,0.8895,0.8922,0.8931,0.8943,0.8941,0.8941,0.894,0.894,0.8934
9,0.0982,0.8142,0.8883,0.8903,0.8931,0.895,0.8948,0.8953,0.896,0.8959,0.8957,0.8951,0.8941
10,0.1032,0.836,0.8865,0.8887,0.8906,0.894,0.8938,0.8943,0.895,0.8946,0.8949,0.895,0.8946
11,0.0982,0.7658,0.8813,0.8885,0.8911,0.8931,0.894,0.8943,0.894,0.8937,0.8937,0.8939,0.8944
