0.0335375,0.0416,0.030375,0.0264625,0.0430125,0.043125,0.043075,0.043,0.0432,0.043125,0.0435
0.074925,0.08035,0.08545,0.0871375,0.0886125,0.0875,0.0867875,0.08675,0.0867,0.086725,0.0867125
0.0427,0.02265,0.030275,0.0334125,0.035375,0.03565,0.0357375,0.035425,0.0356,0.035575,0.035775
0.0828375,0.0409625,0.040525,0.038975,0.0372,0.0361125,0.035575,0.03555,0.0353375,0.0352,0.0354
0.0494125,0.0259375,0.0280375,0.0301125,0.031775,0.03125,0.03065,0.03075,0.030675,0.03075,0.0306
0.080625,0.0128625,0.0170125,0.0207,0.0222375,0.0238875,0.023825,0.023525,0.0233875,0.0235125,0.0235875
0.0628125,0.024875,0.024075,0.0248375,0.026075,0.0267375,0.0263125,0.0267125,0.026825,0.026875,0.026875
0.1170875,0.04315,0.0378125,0.03405,0.0320875,0.03075,0.029625,0.0292,0.02945,0.0293125,0.029075
0.0303375,0.019925,0.0233375,0.02525,0.0258625,0.0263875,0.0264625,0.0263875,0.0265,0.0264375,0.0264125
0.057725,0.02435,0.027125,0.0283,0.03005,0.0309,0.03125,0.0310375,0.031275,0.0314875,0.031325
0.0512625,0.0304375,0.03085,0.030525,0.0306875,0.0308875,0.03025,0.0301875,0.0301375,0.03015,0.0300125
0.07185,0.0257125,0.026875,0.028375,0.0297,0.0306625,0.0306,0.0305125,0.0304,0.0304375,0.030475
