0.121125,0.0851125,0.0552875,0.0455,0.04845,0.0473625,0.0473375,0.047,0.0468125,0.0465875,0.04615
0.1632625,0.0617375,0.0195,0.037525,0.038725,0.03895,0.03865,0.03815,0.03825,0.0380625,0.0381625
0.1597375,0.0558,0.025375,0.035025,0.0371625,0.0361375,0.0356875,0.0355,0.0355625,0.0357375,0.0355375
0.18495,0.0490125,0.0307875,0.024075,0.0113625,0.0104,0.0094125,0.0092875,0.009525,0.0096125,0.0097625
0.1746125,0.0467,0.0376875,0.0188375,0.032875,0.0332125,0.0333875,0.0331125,0.0330875,0.0330375,0.03305
0.1718125,0.0383875,0.022325,0.0355,0.03755,0.0387375,0.038475,0.039175,0.0392875,0.039275,0.0392375
0.1632375,0.0599,0.0262375,0.031175,0.0319125,0.03055,0.030475,0.0300875,0.0300375,0.0299875,0.0296
0.130625,0.0608875,0.0337125,0.004775,0.00365,0.004325,0.0042875,0.004325,0.004475,0.0044375,0.0042875
0.1388375,0.0672125,0.020775,0.001775,0.0024375,0.0028625,0.003425,0.0034875,0.0034875,0.0035375,0.0036875
0.152675,0.0682375,0.04725,0.0126125,0.0032375,0.0031125,0.003025,0.0033375,0.0035,0.0036375,0.0036625
0.128525,0.0590625,0.030475,0.006225,0.0015,0.0017125,0.0015,0.001725,0.001575,0.0016,0.0015875
0.1257625,0.0448375,0.0262375,0.005575,0.00265,0.0022875,0.001925,0.002075,0.0022375,0.0021625,0.0022
