,0,1,2,3,4
0,0.8414,0.8355,0.7408,0.648,0.5847
1,0.8682,0.8625,0.7749,0.6497,0.5618
2,0.8799,0.8705,0.7369,0.6229,0.533
3,0.8861,0.8776,0.7643,0.6154,0.5146
4,0.8892,0.8839,0.7996,0.6469,0.5481
5,0.8902,0.8768,0.7303,0.5366,0.4158
6,0.8937,0.8942,0.8501,0.7426,0.6285
7,0.8967,0.8951,0.8455,0.7316,0.6422
8,0.8965,0.8927,0.8043,0.6323,0.5069
9,0.895,0.8976,0.8569,0.7517,0.6233
10,0.9024,0.9001,0.8397,0.6983,0.5749
11,0.902,0.8989,0.8324,0.657,0.5245
