,BirdChicken,Lightning7,Phoneme,UWaveGestureLibraryAll,InsectWingbeatSound,UWaveGestureLibraryY,Adiac,FreezerSmallTrain,Lightning2,MedicalImages,SemgHandGenderCh2,SemgHandSubjectCh2,Rock,MixedShapesSmallTrain,RefrigerationDevices,CinCECGTorso,FordA,FiftyWords,WordSynonyms,Computers,GunPoint,Wafer,EthanolLevel,FreezerRegularTrain,LargeKitchenAppliances,FaceFour,Car,ElectricDevices,GunPointMaleVersusFemale,PigArtPressure,OliveOil,MiddlePhalanxTW,SonyAIBORobotSurface2,FacesUCR,PowerCons,SemgHandMovementCh2,EOGHorizontalSignal,ProximalPhalanxTW,SyntheticControl,StarLightCurves,Earthquakes,MiddlePhalanxOutlineCorrect,NonInvasiveFetalECGThorax2,MiddlePhalanxOutlineAgeGroup,InlineSkate,CricketY,Chinatown,FaceAll,CBF,ShapesAll,InsectEPGRegularTrain,TwoLeadECG,ItalyPowerDemand,Crop,InsectEPGSmallTrain,ToeSegmentation2,NonInvasiveFetalECGThorax1,BeetleFly,Herring,ECGFiveDays,PigAirwayPressure,ACSF1,ChlorineConcentration,FordB,MixedShapesRegularTrain,DistalPhalanxOutlineCorrect,Fish,ToeSegmentation1,Yoga,Meat,Trace,WormsTwoClass,Symbols,ECG200,Ham,HandOutlines,GunPointOldVersusYoung,ShapeletSim,HouseTwenty,EOGVerticalSignal,TwoPatterns,Strawberry,OSULeaf,UWaveGestureLibraryX,DistalPhalanxTW,Wine,UMD,CricketX,UWaveGestureLibraryZ,Fungi,SmallKitchenAppliances,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,CricketZ,Mallat,SwedishLeaf,GunPointAgeSpan,ECG5000,Worms,Plane,PigCVP,MoteStrain,ScreenType,Beef,SonyAIBORobotSurface1,DistalPhalanxOutlineAgeGroup,ArrowHead,DiatomSizeReduction,Coffee,Haptics,ProximalPhalanxOutlineAgeGroup,BME,SmoothSubspace
0,1.0,1.0,0.9976580796252927,0.9988826815642458,0.9908256880733944,0.9938236945536215,0.9974293059125964,1.0,1.0,0.9960474308300395,0.9960474308300395,0.9960474308300395,0.9960474308300395,1.0,0.9973262032085561,0.9973262032085561,0.9980523094045632,0.9966555183946488,0.99812382739212,0.9979959919839679,1.0,1.0,1.0,1.0,0.9919354838709677,1.0,0.9915966386554621,0.4210526315789474,1.0,1.0,0.983050847457627,0.9808429118773946,1.0,1.0,1.0,1.0,1.0,0.9949748743718593,1.0,0.9979959919839679,0.99375,0.990748528174937,0.9994441356309061,0.988621997471555,0.988621997471555,0.9974293059125964,1.0,1.0,1.0,0.9983305509181971,1.0,1.0,1.0,0.6732673267326732,1.0,1.0,0.9983305509181971,1.0,0.9921259842519685,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9858849077090119,0.9991742361684558,1.0,0.99581589958159,0.9971346704871061,0.9873417721518987,0.9949748743718593,1.0,1.0,0.9972299168975068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959049959049959,0.9974937343358395,0.9972020145495244,0.9987484355444306,1.0,1.0,0.9974293059125964,0.9949523275378575,1.0,0.9946380697050938,0.9941324392288349,0.9924433249370278,0.9987163029525032,1.0,0.9979959919839679,1.0,0.998998998998999,0.9916434540389973,1.0,1.0,1.0,0.9959839357429718,0.9655172413793104,1.0,0.9924433249370278,0.9859154929577464,1.0,1.0,0.9967637540453074,0.9873417721518987,1.0,1.0
1,1.0,1.0,0.9953271028037384,0.9977678571428571,0.9818181818181818,0.9877232142857143,0.9948717948717949,1.0,1.0,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,1.0,0.9946666666666667,0.9946666666666667,0.9961121910580394,0.9933333333333333,0.9962546816479401,0.996,1.0,1.0,1.0,1.0,0.984,1.0,0.9833333333333333,0.26666666666666666,1.0,1.0,0.9666666666666667,0.9624060150375939,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.996,0.9875776397515528,0.9816666666666667,0.9988888888888889,0.9775,0.9775,0.9948717948717949,1.0,1.0,1.0,0.9966666666666667,1.0,1.0,1.0,0.5074626865671642,1.0,1.0,0.9966666666666667,1.0,0.984375,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.9721627408993576,0.9983498349834984,1.0,0.9916666666666667,0.9942857142857143,0.975,0.99,1.0,1.0,0.994475138121547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9918433931484503,0.995,0.9944196428571429,0.9975,1.0,1.0,0.9948717948717949,0.9899553571428571,1.0,0.9893333333333333,0.9883333333333333,0.985,0.9974358974358974,1.0,0.996,1.0,0.998,0.9834254143646409,1.0,1.0,1.0,0.992,0.9333333333333333,1.0,0.985,0.9722222222222222,1.0,1.0,0.9935483870967742,0.975,1.0,1.0
