,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0974,0.2451,0.4343,0.5366,0.6723,0.7337,0.7436,0.7469,0.7469,0.7477,0.7475,0.7474,0.7474
1,0.0974,0.3197,0.6032,0.7712,0.8344,0.8489,0.8491,0.8482,0.848,0.8481,0.8484,0.8477,0.848
2,0.0974,0.3696,0.688,0.8377,0.9249,0.9515,0.9546,0.9523,0.9517,0.9515,0.9508,0.9506,0.95
3,0.0974,0.3933,0.8402,0.9302,0.9598,0.9662,0.9635,0.9616,0.9613,0.9614,0.9612,0.961,0.9605
4,0.0974,0.3091,0.7245,0.8773,0.9436,0.9634,0.9688,0.9707,0.9708,0.971,0.9708,0.9708,0.9709
5,0.0974,0.3586,0.8417,0.9228,0.9573,0.971,0.9741,0.9733,0.9734,0.9728,0.9729,0.9727,0.9724
6,0.0974,0.3693,0.8598,0.9305,0.9627,0.9732,0.9758,0.9752,0.9749,0.9747,0.9746,0.9744,0.9742
7,0.0974,0.3673,0.8652,0.9376,0.9671,0.9765,0.9794,0.9793,0.979,0.979,0.979,0.979,0.9784
8,0.0974,0.383,0.886,0.9424,0.9692,0.9786,0.9804,0.9797,0.9796,0.9794,0.9793,0.9795,0.9796
9,0.0974,0.3337,0.8328,0.9268,0.9671,0.9795,0.9813,0.9795,0.9791,0.9791,0.9789,0.9784,0.978
10,0.0974,0.4426,0.9085,0.9568,0.9772,0.982,0.9837,0.9831,0.9827,0.9829,0.9825,0.9822,0.9821
11,0.0974,0.4141,0.9101,0.9573,0.9767,0.9818,0.9813,0.9804,0.9795,0.9793,0.9791,0.9791,0.9791
