,0,1,2,3,4
0,0.8036,0.7912,0.7194,0.6229,0.5743
1,0.8526,0.8423,0.7751,0.6822,0.6208
2,0.868,0.8625,0.8179,0.7279,0.6341
3,0.8772,0.8688,0.754,0.6354,0.5591
4,0.8854,0.8818,0.8231,0.6802,0.592
5,0.8853,0.8774,0.756,0.6298,0.5551
6,0.8875,0.8809,0.8097,0.6752,0.6096
7,0.8898,0.8871,0.8467,0.7473,0.6247
8,0.8921,0.8872,0.8331,0.6869,0.5986
9,0.8896,0.8875,0.847,0.7463,0.6272
10,0.8934,0.8894,0.8457,0.7349,0.6316
11,0.8929,0.8909,0.8485,0.7519,0.62
