,0,1,2,3,4
0,0.7882,0.787,0.7843,0.7751,0.7662
1,0.7915,0.7912,0.7864,0.78,0.7744
2,0.8296,0.8243,0.8042,0.791,0.7798
3,0.8396,0.8388,0.8322,0.8253,0.8148
4,0.8503,0.8475,0.8336,0.8209,0.8056
5,0.8566,0.8536,0.8431,0.8336,0.8247
6,0.8462,0.8456,0.8283,0.8078,0.7843
7,0.8472,0.8447,0.8254,0.8048,0.7804
8,0.8463,0.8428,0.8225,0.8047,0.7857
9,0.7762,0.7721,0.7593,0.7491,0.737
10,0.8707,0.8647,0.8522,0.8408,0.8309
11,0.8714,0.8676,0.8563,0.848,0.8395
