,0,1,2,3,4
0,0.782,0.7864,0.7829,0.7814,0.7824
1,0.5891,0.6285,0.6417,0.6429,0.6454
2,0.5535,0.5797,0.5753,0.5759,0.5779
3,0.5684,0.5441,0.5291,0.5262,0.5266
4,0.5521,0.5444,0.5308,0.5301,0.5319
