,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0974,0.3858,0.5826,0.6719,0.7932,0.8756,0.8889,0.8937,0.8936,0.894,0.8939,0.893,0.8934
1,1.0,0.9174,0.9171,0.9362,0.9433,0.9434,0.9466,0.9474,0.9471,0.9475,0.9478,0.948,0.9478
2,1.0,0.7379,0.9203,0.9395,0.9462,0.95,0.9521,0.9544,0.9542,0.9544,0.9543,0.9546,0.9548
3,1.0,0.8861,0.9515,0.954,0.954,0.953,0.953,0.9535,0.9535,0.9535,0.9535,0.9534,0.9534
