,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.101,0.4719,0.6653,0.725,0.7408,0.7421,0.7369,0.7361,0.7364,0.7349,0.7349,0.735,0.7358
1,0.0892,0.4928,0.639,0.6997,0.7902,0.8245,0.8342,0.836,0.8361,0.8364,0.8369,0.837,0.8367
2,0.0974,0.5266,0.6989,0.7961,0.8411,0.85,0.8504,0.8504,0.8503,0.8499,0.8497,0.8494,0.8496
3,0.0974,0.3827,0.67,0.7187,0.8235,0.858,0.8649,0.8674,0.8675,0.8669,0.8669,0.8667,0.8669
4,0.0974,0.3518,0.7169,0.8245,0.9147,0.9364,0.9409,0.9405,0.9399,0.9398,0.9393,0.9388,0.9389
5,0.0974,0.2929,0.7653,0.8712,0.9519,0.9645,0.9665,0.9655,0.9652,0.9652,0.9652,0.9654,0.9653
6,0.0974,0.3627,0.7933,0.922,0.9598,0.969,0.9714,0.9709,0.9702,0.9701,0.9701,0.9696,0.9698
7,0.0974,0.3351,0.8067,0.9373,0.9688,0.9741,0.9737,0.9728,0.972,0.9719,0.9717,0.9719,0.9717
8,0.0974,0.4072,0.8525,0.9507,0.9704,0.9729,0.973,0.9725,0.9715,0.9715,0.9714,0.9709,0.9706
9,0.0974,0.3167,0.8556,0.9535,0.9742,0.9769,0.9751,0.9742,0.9731,0.9725,0.9723,0.9722,0.9722
10,0.0974,0.477,0.9389,0.9666,0.9754,0.9778,0.9763,0.9763,0.9757,0.9757,0.9757,0.9754,0.9749
11,0.0974,0.3122,0.8043,0.9275,0.9655,0.9756,0.977,0.9764,0.9763,0.9761,0.9762,0.976,0.9757
